symbol;name;sector;industry;marketCap;pe;pb;ps;eps_growth;revenue_growth;ebit;ev;fcf;roic;current_price;ev_ebit;fcf_yield;classification;fair_value;dcf_value_gap;valuation_tag;growth_tag;final_tag
CINF;Cincinnati Financial Corporation;Financial Services;Insurance - Property & Casualty;23606593536;16,452068;1,7208062;2,1523151;;-0,126;1972999936;23374534656;1229624960;0,03222;151,03;11,84720497;5,208819977;Blend;144,5850151;-4,26735411;Fair Valued;Stable;Blend - Stable
CTAS;Cintas Corporation;Industrials;Specialty Business Services;91926151168;52,944183;20,012306;9,062599;0,177;0,084;2664393984;94374551552;1619095040;0,15531999;227,66;35,42064429;1,761299717;Growth;75,91650437;-66,65356041;Overvalued;Momentum;Growth - Momentum
CSCO;Cisco Systems, Inc.;Technology;Communication Equipment;2,61598E+11;26,963264;5,694827;4,7030473;0,348;0,114;14741999616;2,7595E+11;11596375040;0,062;66,06;18,71865936;4,432905854;Growth;49,5390024;-25,00907902;Overvalued;Momentum;Growth - Momentum
C;Citigroup Inc.;Financial Services;Banks - Diversified;1,46169E+11;12,36335;0,75322425;2,0352352;0,246;0,025;0;-3806162176;0;0,00541;78,26;;;Value;118,3076917;51,17261907;Undervalued;Momentum;Value - Undervalued
CFG;Citizens Financial Group, Inc.;Financial Services;Banks - Regional;17940058112;13,133332;0,79577583;2,5210874;0,185;-0,003;0;20264065024;0;0,00703;41,37;;;Value;55,99125568;35,34265333;Undervalued;Momentum;Value - Undervalued
CLX;The Clorox Company;Consumer Defensive;Household & Personal Products;15738175488;22,924595;583,0594;2,2422247;;-0,08;1260999936;18619150336;1120875008;0,11598;127,69;14,76538563;7,122013659;Blend;87,72750402;-31,29649619;Overvalued;Stable;Blend - Stable
CME;CME Group Inc.;Financial Services;Financial Data & Stock Exchanges;98824847360;27,61732;3,648798;15,751238;0,115;0,104;4419100160;1,01102E+11;2680800000;0,01762;274,24;22,87846387;2,712678108;Growth;166,0792575;-39,4401774;Overvalued;Watchlist;Growth - Watchlist
CMS;CMS Energy Corporation;Utilities;Utilities - Regulated Electric;20938680320;20,710058;2,5813112;2,689273;0,052;0,125;2801999872;38251663360;-1015124992;0,03091;70;13,65155785;-4,848084867;Growth;53,33640302;-23,80513855;Overvalued;Watchlist;Growth - Watchlist
KO;The Coca-Cola Company;Consumer Defensive;Beverages - Non-Alcoholic;3,0711E+11;28,654617;11,719777;6,5495768;0,045;-0,015;15388000256;3,44845E+11;4730375168;0,088929996;71,35;22,41002162;1,540288635;Blend;39,03075201;-45,29677364;Overvalued;Stable;Blend - Stable
CTSH;Cognizant Technology Solutions Corporation;Technology;Information Technology Services;39573385216;16,901052;2,656431;1,969707;0,22;0,075;3595000064;38760382464;1986499968;0,10094;80,28;10,78174736;5,019787812;Growth;86,92500325;8,277283568;Fair Valued;Momentum;Growth - Momentum
COIN;Coinbase Global, Inc.;Financial Services;Financial Data & Stock Exchanges;63999725568;47,14259;6,110949;9,601081;-0,945;0,235;790291008;60543295488;305727264;0,00223;251,27;76,60886291;0,477700898;Growth;83,94749843;-66,59071977;Overvalued;Watchlist;Growth - Watchlist
CL;Colgate-Palmolive Company;Consumer Defensive;Household & Personal Products;73132294144;25,56374;201,42856;3,6663306;0,024;-0,03;4861000192;80460308480;2880124928;0,16023001;90,24;16,55221257;3,938239545;Blend;54,22079868;-39,91489508;Overvalued;Stable;Blend - Stable
CMCSA;Comcast Corporation;Communication Services;Telecom Services;1,29559E+11;8,546799;1,4996327;1,0485545;-0,082;-0,006;38270001152;2,20751E+11;9956500480;0,05451;34,7;5,768239401;7,684892613;Value;63,94499274;84,27951798;Undervalued;Stable;Value - Undervalued
CAG;Conagra Brands, Inc.;Consumer Defensive;Packaged Foods;10688134144;32,926468;1,2174432;0,91064376;-0,531;-0,063;2138700032;18783846400;1283399936;0,05133;22,39;8,782833553;12,00770798;Value;10,71000084;-52,16614184;Overvalued;Stable;Value - Overvalued
COP;ConocoPhillips;Energy;Oil & Gas E&P;1,10107E+11;11,0545;1,6877916;1,8633846;0,037;0,185;25586999296;1,26656E+11;8659749888;0,08781999;87,22;4,950029663;7,864820813;Value;122,728943;40,71192727;Undervalued;Watchlist;Value - Undervalued
ED;Consolidated Edison, Inc.;Utilities;Utilities - Regulated Electric;36609675264;18,781885;1,538054;2,3208873;0,082;0,121;5599000064;62465687552;-879875008;0,03111;101,61;11,15657918;-2,403394736;Growth;87,80430186;-13,58694827;Overvalued;Watchlist;Growth - Watchlist
STZ;Constellation Brands, Inc.;Consumer Defensive;Beverages - Brewers;30611619840;;4,451723;2,9985814;;0,012;3956999936;42900541440;1076337536;0,092709996;171,93;10,84168363;3,516107745;Blend;;;Fair Valued;Stable;Blend - Stable
CEG;Constellation Energy Corporation;Utilities;Utilities - Renewable;93648994304;31,452631;7,2275167;3,8705928;-0,864;0,102;6545999872;1,00539E+11;3761374976;0,04676;298,8;15,35886273;4,016460619;Growth;149,6250028;-49,92469787;Overvalued;Watchlist;Growth - Watchlist
COO;The Cooper Companies, Inc.;Healthcare;Medical Instruments & Supplies;14430775296;34,94203;1,7410877;3,6183681;-0,003;0,063;1123500032;17174339584;229675008;0,038829997;72,33;15,28646114;1,591563885;Blend;32,60249905;-54,92534349;Overvalued;Watchlist;Blend - Watchlist
CPRT;Copart, Inc.;Industrials;Specialty Business Services;48472502272;33,198677;5,5191016;10,55848;0,077;0,075;1903851008;44210733056;873605888;0,12015;50,13;23,22173997;1,802271075;Blend;24,3940489;-51,33842231;Overvalued;Watchlist;Blend - Watchlist
GLW;Corning Incorporated;Technology;Electronic Components;43431641088;97,51923;3,8329554;3,1946776;-0,25;0,16;2912999936;50637668352;1178125056;0,03592;50,71;17,38334002;2,712596224;Growth;8,190000065;-83,84933925;Overvalued;Watchlist;Growth - Watchlist
CPAY;Corpay, Inc.;Technology;Software - Infrastructure;23788701696;23,698034;6,885534;5,8810067;0,09;0,075;2143904000;30488334336;690412480;0,06493;337,46;14,22094195;2,902270535;Blend;232,8239971;-31,00693501;Overvalued;Watchlist;Blend - Watchlist
CTVA;Corteva, Inc.;Basic Materials;Agricultural Inputs;48870658048;43,156628;2,0149064;2,9032648;0,595;-0,017;3328000000;51186659328;2847500032;0,03079;71,64;15,38060677;5,826604645;Growth;39,71549863;-44,56239723;Overvalued;Momentum;Growth - Momentum
CSGP;CoStar Group, Inc.;Real Estate;Real Estate Services;33126565888;280,42856;3,8832839;11,780429;;0,115;183200000;30279739392;85037504;0,00143;78,52;165,2824203;0,256704858;Growth;4,41000018;-94,38359631;Overvalued;Watchlist;Growth - Watchlist
COST;Costco Wholesale Corporation;Consumer Defensive;Discount Stores;4,50103E+11;57,471123;16,595104;1,6746382;0,132;0,08;12442000384;4,43433E+11;6088374784;0,087910004;1014,94;35,63997899;1,352663989;Growth;299,8667905;-70,45472732;Overvalued;Watchlist;Growth - Watchlist
CTRA;Coterra Energy Inc.;Energy;Oil & Gas E&P;19524216832;14,959064;1,3739392;3,365084;0,449;0,405;3574000128;23868209152;1317874944;0,04621;25,58;6,678289954;6,749950358;Value;37,16685081;45,2965239;Undervalued;Momentum;Value - Undervalued
CRWD;CrowdStrike Holdings, Inc.;Technology;Software - Infrastructure;1,1675E+11;;33,808014;28,227667;;0,198;-19393000;1,12962E+11;1306602368;-0,0152;468,41;;1,119143062;Growth;;;Fair Valued;Watchlist;Growth - Watchlist
CCI;Crown Castle Inc.;Real Estate;REIT - Specialty;43088666624;;-34,357635;6,6137633;;-0,048;3944999936;72703647744;1286625024;0,04042;98,95;18,42931532;2,985994056;Blend;;;Fair Valued;Stable;Blend - Stable
CSX;CSX Corporation;Industrials;Railroads;60545667072;19,184525;4,975301;4,239299;-0,244;-0,07;6789000192;79128535040;2121124992;0,07445;32,23;11,65540327;3,503347299;Blend;26,45999836;-17,90258033;Overvalued;Stable;Blend - Stable
CMI;Cummins Inc.;Industrials;Specialty Industrial Machinery;44986654720;16,079271;4,118159;1,3280977;-0,575;-0,027;5036000256;51990618112;-424875008;0,07728;326,57;10,32379179;-0,944446771;Blend;319,8825059;-2,047798062;Fair Valued;Stable;Blend - Stable
CVS;CVS Health Corporation;Healthcare;Healthcare Plans;80429973504;15,174225;1,0430132;0,21348877;0,602;0,069;13946999808;1,4917E+11;6530874880;0,02309;63,58;10,69548521;8,11995155;Value;100,6856956;58,36064115;Undervalued;Momentum;Value - Undervalued
DHR;Danaher Corporation;Healthcare;Diagnostics & Research;1,40286E+11;37,988373;2,7585917;5,8894057;-0,09;-0,009;7464000000;1,55878E+11;4234749952;0,03928;196,02;20,88391696;3,018662445;Blend;81,26999806;-58,53994589;Overvalued;Stable;Blend - Stable
DRI;Darden Restaurants, Inc.;Consumer Cyclical;Restaurants;25456666624;24,496622;11,562749;2,1642592;0,055;0,062;1855299968;33115518976;765237504;0,07198;217,53;17,84914545;3,006039696;Blend;140,5259978;-35,39925627;Overvalued;Watchlist;Blend - Watchlist
DVA;DaVita Inc.;Healthcare;Medical Care Facilities;10422068224;13,680555;-39,90162;0,80364335;-0,245;0,05;2659367936;24146915328;1583755776;0,07041;137,9;9,079945276;15,19617548;Value;158,7600064;15,12690823;Undervalued;Stable;Value - Undervalued
DAY;Dayforce Inc;Technology;Software - Application;9660009472;377,625;3,7293992;5,3361373;1,25;0,117;233500000;10333914112;267812496;0,00551;60,42;44,25659149;2,772383369;Growth;5,4;-91,06256207;Overvalued;Momentum;Growth - Momentum
DECK;Deckers Outdoor Corporation;Consumer Cyclical;Footwear & Accessories;16321399808;17,254345;6,528002;3,2737005;0,204;0,065;1252734976;14709173248;780141632;0,22059;109,22;11,7416481;4,779869626;Growth;114,319796;4,669287649;Fair Valued;Momentum;Growth - Momentum
DE;Deere & Company;Industrials;Farm & Heavy Construction Machinery;1,40827E+11;25,120289;5,7984767;3,103017;-0,222;-0,162;9306000384;2,01164E+11;4988000256;0,043109998;519,99;21,61662898;3,54192635;Blend;326,0250111;-37,30167674;Overvalued;Stable;Blend - Stable
DELL;Dell Technologies Inc.;Technology;Computer Hardware;77745627136;17,690514;-26,179518;0,8039796;0,038;0,051;9886000128;1,0046E+11;-2492124928;0,05335;113,75;10,16188501;-3,205485659;Value;100,1150956;-11,98672916;Overvalued;Watchlist;Value - Overvalued
DAL;Delta Air Lines, Inc.;Industrials;Airlines;33267957760;9,033689;2,1394079;0,5371431;5,4;0,021;7950000128;52716711936;1395000064;0,04735;50,95;6,631032841;4,193224225;Value;541,4399367;962,6887864;Undervalued;Momentum;Value - Undervalued
DVN;Devon Energy Corporation;Energy;Oil & Gas E&P;20733409280;7,3553534;1,42971;1,300471;-0,183;0,216;7759000064;28770408448;-1608749952;0,09558;32,29;3,708004667;-7,759215719;Value;69,14249695;114,1297521;Undervalued;Watchlist;Value - Undervalued
DXCM;DexCom, Inc.;Healthcare;Medical Devices;33983913984;65,16541;14,992215;8,192843;-0,258;0,125;857800000;33865756672;509037504;0,05975;86,67;39,47978162;1,497877803;Growth;20,94750114;-75,83073597;Overvalued;Watchlist;Growth - Watchlist
FANG;Diamondback Energy, Inc.;Energy;Oil & Gas E&P;41067134976;8,741293;1,0495975;3,342596;0,13;0,808;9171999744;56544129024;2043000064;0,07135;140,56;6,164863781;4,974781088;Value;272,5560166;93,90724004;Undervalued;Watchlist;Value - Undervalued
DLR;Digital Realty Trust, Inc.;Real Estate;REIT - Specialty;60681052160;166,8302;2,8958356;10,993558;-0,67;0,065;2488730112;78267441152;1393827072;0,00997;176,84;31,448746;2,296972485;Blend;16,69499887;-90,55926325;Overvalued;Watchlist;Blend - Watchlist
DG;Dollar General Corporation;Consumer Defensive;Discount Stores;24973658112;21,65649;3,24173;0,60712546;0,079;0,053;2962992896;41141608448;1635128448;0,03974;113,48;13,88515258;6,54741264;Blend;84,80939432;-25,2648975;Overvalued;Watchlist;Blend - Watchlist
DLTR;Dollar Tree, Inc.;Consumer Defensive;Discount Stores;19721771008;18,639053;5,0858407;1,0926613;0,167;0,113;2075299968;26621755392;1202599936;0,04691;94,5;12,8279072;6,097829325;Growth;88,75035121;-6,084284432;Fair Valued;Momentum;Growth - Momentum
D;Dominion Energy, Inc.;Utilities;Utilities - Regulated Electric;47560155136;21,53282;1,8037453;3,1913142;0,488;0,122;7336000000;96063127552;-2503249920;0,02863;55,77;13,09475566;-5,263334219;Growth;57,80879606;3,655721824;Fair Valued;Momentum;Growth - Momentum
DPZ;Domino's Pizza, Inc.;Consumer Cyclical;Restaurants;16032211968;26,877726;-4,147856;3,3867352;0,301;0,031;935030976;22040969216;474226624;0,30322;468,21;23,57244817;2,95796129;Growth;339,9513095;-27,39341118;Overvalued;Momentum;Growth - Momentum
DASH;DoorDash, Inc.;Consumer Cyclical;Internet Retail;92566872064;276,51898;11,0311575;8,234755;;0,207;530000000;87282900992;1858125056;0,01424;218,45;164,6847189;2,007332661;Growth;12,44250033;-94,30418845;Overvalued;Watchlist;Growth - Watchlist
DOV;Dover Corporation;Industrials;Specialty Industrial Machinery;24603312128;23,863031;3,446918;3,1835558;-0,63;-0,009;1666148992;25770860544;922395776;0,06711;179,45;15,46732055;3,749071553;Blend;118,4400045;-33,99832569;Overvalued;Stable;Blend - Stable
DOW;Dow Inc.;Basic Materials;Chemicals;20180910080;71,375;1,2021053;0,4733969;;-0,031;4520999936;37143904256;-592000000;0,01827;28,55;8,215860381;-2,933465328;Value;6,3;-77,93345009;Overvalued;Stable;Value - Overvalued
DHI;D.R. Horton, Inc.;Consumer Cyclical;Residential Construction;37089034240;9,16085;1,5317864;1,0502257;-0,267;-0,151;5640000000;42030370816;1288112512;0,098900005;120,74;7,452193407;3,473027913;Value;207,5849948;71,92727749;Undervalued;Stable;Value - Undervalued
DTE;DTE Energy Company;Utilities;Utilities - Regulated Electric;27776018432;18,08784;2,3300145;2,0338302;0,417;0,37;3460999936;51185975296;-1550125056;0,02915;133,85;14,78936037;-5,58080367;Growth;157,2869812;17,50988509;Undervalued;Momentum;Growth - Momentum
DUK;Duke Energy Corporation;Utilities;Utilities - Regulated Electric;89563332608;19,109453;1,8015949;2,9353478;0,22;0,075;14897999872;1,78666E+11;-2420750080;0,02841;115,23;11,99263941;-2,702836093;Growth;110,3489985;-4,235877395;Fair Valued;Momentum;Growth - Momentum
DD;DuPont de Nemours, Inc.;Basic Materials;Specialty Chemicals;28512335872;2271;1,2486712;2,2771614;;0,046;3177999872;34889318400;1773874944;0,03362;68,13;10,97838886;6,221429742;Blend;0,4725;-99,30647292;Overvalued;Stable;Blend - Stable
EMN;Eastman Chemical Company;Basic Materials;Specialty Chemicals;9101712384;10,042039;1,549606;0,9721975;0,13;-0,009;1923000064;13864719360;532375008;0,059520002;78,83;7,209942225;5,84917415;Value;133,0574896;68,79042195;Undervalued;Watchlist;Value - Undervalued
ETN;Eaton Corporation plc;Industrials;Specialty Industrial Machinery;1,29696E+11;33,446014;7,008289;5,1239095;0,201;0,073;5792000000;1,38556E+11;2571749888;0,07821;331,45;23,92202891;1,982900114;Growth;178,5286507;-46,13707929;Overvalued;Momentum;Growth - Momentum
EBAY;eBay Inc.;Consumer Cyclical;Internet Retail;36226949120;18,896635;7,352914;3,5130868;0,245;0,011;2516000000;38623211520;3065374976;0,067779996;78,61;15,35103797;8,461587438;Growth;77,68799842;-1,17288078;Fair Valued;Momentum;Growth - Momentum
ECL;Ecolab Inc.;Basic Materials;Specialty Chemicals;75714977792;36,384193;11,384603;4,827376;;0,178;3648699904;82003959808;1633100032;0,07764;267,06;22,47484363;2,156904855;Growth;115,6050101;-56,71197105;Overvalued;Watchlist;Growth - Watchlist
EIX;Edison International;Utilities;Utilities - Regulated Electric;20684912640;7,60396;1,3811175;1,1934521;;-0,065;6406000128;62746894336;-1136125056;0,02796;53,76;9,795019214;-5,492530115;Value;111,3525058;107,128917;Undervalued;Stable;Value - Undervalued
EW;Edwards Lifesciences Corporation;Healthcare;Medical Devices;45473230848;32,033054;4,4863706;8,234473;0,042;0,062;1686000000;42337030144;1447462528;0,084180005;77,52;25,11093128;3,183109053;Blend;37,82460455;-51,20665048;Overvalued;Watchlist;Blend - Watchlist
EA;Electronic Arts Inc.;Communication Services;Electronic Gaming & Multimedia;37507072000;35,192944;5,9095225;5,0257363;0,458;0,065;1938000000;37477064704;1655750016;0,07678;149,57;19,33801068;4,41450086;Growth;92,94749254;-37,85686131;Overvalued;Momentum;Growth - Momentum
ELV;Elevance Health, Inc.;Healthcare;Healthcare Plans;88873787392;15,311793;2,088286;0,48532027;0,002;0,148;9834999808;85341634560;7437749760;0,0493;393,36;8,677339728;8,368890286;Growth;386,1207371;-1,840365789;Fair Valued;Watchlist;Growth - Watchlist
EMR;Emerson Electric Co.;Industrials;Specialty Industrial Machinery;69474369536;35,696533;3,6092927;3,945838;-0,011;0,013;4853000192;82604376064;3432624896;0,04718;123,51;17,0213008;4,940850732;Blend;54,49499816;-55,87806805;Overvalued;Stable;Blend - Stable
ENPH;Enphase Energy, Inc.;Technology;Solar;5403104256;37,779816;6,6634307;3,7966394;;0,352;225983008;5170852864;358479744;0,03012;41,18;22,8816003;6,63469974;Growth;17,16750023;-58,31107277;Overvalued;Watchlist;Growth - Watchlist
ETR;Entergy Corporation;Utilities;Utilities - Regulated Electric;36666421248;26,585762;2,3304305;3,0729744;3,643;0,019;5390584832;65116160000;-2324900864;0,03068;82,15;12,07960955;-6,34068116;Growth;215,203038;161,9635277;Undervalued;Momentum;Growth - Momentum
EOG;EOG Resources, Inc.;Energy;Oil & Gas E&P;62247010304;10,560185;2,1299443;2,6511781;-0,145;0;12144000000;60710006784;4095249920;0,105059996;114,05;4,999177107;6,579030704;Blend;170,100003;49,14511441;Undervalued;Stable;Blend - Stable
EPAM;EPAM Systems, Inc.;Technology;Information Technology Services;10097210368;24,92727;2,770644;2,0758355;-0,35;0,117;690411008;9082296320;566563904;0,08141;178,23;13,15491239;5,611093395;Growth;112,6125123;-36,81618565;Overvalued;Watchlist;Growth - Watchlist
EQT;EQT Corporation;Energy;Oil & Gas E&P;33756518400;92,44262;1,6292508;5,483648;0,719;0,885;2947750912;45552926720;1317945600;0,0125;56,39;15,45345183;3,904269938;Growth;15,7288505;-72,10702163;Overvalued;Momentum;Growth - Momentum
EFX;Equifax Inc.;Industrials;Consulting Services;33323833344;54,645622;6,6900215;5,811925;0,06;0,038;1778300032;38224044032;783900032;0,05641;268,31;21,49471031;2,352370521;Blend;78,06899883;-70,90343303;Overvalued;Watchlist;Blend - Watchlist
EQIX;Equinix, Inc.;Real Estate;REIT - Specialty;89448628224;95,25312;6,4402375;10,148472;0,44;0,036;3664999936;1,06173E+11;3243500032;0,03119;914,43;28,9693377;3,626103716;Growth;207,3600109;-77,32357743;Overvalued;Momentum;Growth - Momentum
EQR;Equity Residential;Real Estate;REIT - Residential;26825148416;26,145039;2,3588967;8,911714;-0,13;0,041;1840765952;34696278016;1447674240;0,02643;68,5;18,84882648;5,396705426;Blend;41,26499869;-39,759126;Overvalued;Stable;Blend - Stable
ERIE;Erie Indemnity Company;Financial Services;Insurance Brokers;19435632640;31,633192;9,401305;4,9786277;0,112;0,123;778619776;19160135680;362523872;0,16288;371,69;24,60782049;1,865253778;Growth;195,9899968;-47,27057579;Overvalued;Watchlist;Growth - Watchlist
ESS;Essex Property Trust, Inc.;Real Estate;REIT - Residential;19271053312;26,73276;3,224722;10,354357;-0,257;0,088;1182027008;24921475072;794400128;0,028299998;279,09;21,08367652;4,1222455;Growth;164,4299915;-41,08352448;Overvalued;Watchlist;Growth - Watchlist
EL;The Estée Lauder Companies Inc.;Consumer Defensive;Household & Personal Products;24628621312;;5,668157;1,6656717;-0,516;-0,099;2151000064;31379619840;1570625024;0,03877;68,46;14,58838629;6,377234861;Blend;;;Fair Valued;Stable;Blend - Stable
EG;Everest Group, Ltd.;Financial Services;Insurance - Reinsurance;14724662272;17,483839;1,0404983;0,8461477;-0,71;0,057;0;13795672064;4593375232;0,01207;346,18;;31,19511434;Value;311,849989;-9,91680946;Fair Valued;Watchlist;Value - Fair Valued
EVRG;Evergy, Inc.;Utilities;Utilities - Regulated Electric;15011136512;17,16842;1,5115497;2,548234;0,019;0,033;2667300096;29415116800;-467612512;0,02912;65,24;11,02804924;-3,115103987;Blend;58,08300356;-10,97025818;Overvalued;Stable;Blend - Stable
ES;Eversource Energy;Utilities;Utilities - Regulated Electric;24060043264;28,723684;1,5679843;1,8964943;0,008;0,236;4379497984;53539004416;-845830272;0,03091;65,49;12,22491816;-3,515497718;Value;34,47360025;-47,36051267;Overvalued;Watchlist;Value - Overvalued
EXC;Exelon Corporation;Utilities;Utilities - Regulated Electric;43026591744;15,843865;1,558546;1,8155447;0,368;0,111;7647000064;90296410112;-1935000064;0,02755;42,62;11,80808282;-4,497219012;Value;55,19880408;29,51385284;Undervalued;Momentum;Value - Undervalued
EXE;Expand Energy Corporation;Energy;Oil & Gas E&P;27926837248;;1,6210803;4,2519546;;2,563;1226000000;32891887616;1787374976;-0,02259;117,35;26,82861959;6,400205509;Growth;;;Fair Valued;Watchlist;Growth - Watchlist
EXPE;Expedia Group, Inc.;Consumer Cyclical;Travel Services;22443212800;21,042908;21,037893;1,6274991;;0,034;1838000000;24022194176;1859500032;0,04084;176,55;13,06974656;8,285355794;Blend;132,1425014;-25,15293038;Overvalued;Stable;Blend - Stable
EXPD;Expeditors International of Washington, Inc.;Industrials;Integrated Freight & Logistics;15387476992;18,664452;6,721302;1,3912406;0,256;0,208;1152937984;14659033088;599665152;0,14770001;112,36;12,71450268;3,89709861;Growth;113,416799;0,940547304;Fair Valued;Momentum;Growth - Momentum
EXR;Extra Space Storage Inc.;Real Estate;REIT - Industrial;33197082624;34,844185;2,2897882;9,870431;0,268;0,031;2265201920;45806305280;781681728;0,03329;149,83;20,22173161;2,354669948;Growth;81,78600246;-45,41413438;Overvalued;Momentum;Growth - Momentum
XOM;Exxon Mobil Corporation;Energy;Oil & Gas Integrated;4,49366E+11;13,828912;1,7104378;1,3174493;-0,144;0,006;64872001536;4,76967E+11;21801000960;0,061979998;104,27;7,352432972;4,851500343;Value;118,755004;13,89182316;Undervalued;Stable;Value - Undervalued
FFIV;F5, Inc.;Technology;Software - Infrastructure;16967017472;28,082697;5,1631446;5,771524;0,24;0,073;824352000;15974544384;746167488;0,08076;295,43;19,37830488;4,397752812;Growth;195,6720183;-33,76704524;Overvalued;Momentum;Growth - Momentum
FDS;FactSet Research Systems Inc.;Financial Services;Financial Data & Stock Exchanges;16406428672;30,684883;7,985483;7,278089;0,03;0,045;852484992;17782532096;514323008;0,10808;432,35;20,85964241;3,134887051;Blend;217,6904993;-49,64947398;Overvalued;Stable;Blend - Stable
FICO;Fair Isaac Corporation;Technology;Software - Application;43208949760;76,34839;-38,456203;23,47852;0,277;0,15;827203968;45611286528;553474496;0,28702998;1775,1;55,1391051;1,280925593;Growth;445,3537331;-74,9110623;Overvalued;Momentum;Growth - Momentum
FAST;Fastenal Company;Industrials;Industrial Distribution;48252911616;42,06;13,074293;6,3404746;0;0,034;1690899968;48516968448;683987520;0,20121;42,06;28,69298561;1,417505177;Blend;15,75;-62,55349501;Overvalued;Stable;Blend - Stable
FRT;Federal Realty Investment Trust;Real Estate;REIT - Retail;8375803392;27,706896;2,742945;6,845281;0,092;0,062;761038016;13217847296;390635872;0,0317;96,42;17,36818269;4,663861527;Blend;57,00240114;-40,88114381;Overvalued;Watchlist;Blend - Watchlist
FDX;FedEx Corporation;Industrials;Integrated Freight & Logistics;52618338304;13,81195;1,9734372;0,59919536;-0,133;0,139;10992000000;0;4111624960;0,04879;219,61;0;7,814053223;Value;250,4249943;14,03168995;Undervalued;Watchlist;Value - Undervalued
FIS;Fidelity National Information Services, Inc.;Technology;Information Technology Services;42677837824;51,738853;2,836342;4,187797;-0,88;0,026;2700999936;53963841536;1938875008;0,034360003;81,23;19,97920874;4,543048821;Blend;24,72750024;-69,5586603;Overvalued;Stable;Blend - Stable
FITB;Fifth Third Bancorp;Financial Services;Banks - Regional;26305857536;12,51111;1,4380063;3,3269076;0,014;-0,022;0;44771868672;0;0,01081;39,41;;;Value;47,91150426;21,57194685;Undervalued;Stable;Value - Undervalued
FSLR;First Solar, Inc.;Technology;Solar;17840039936;14,121393;2,1789818;4,191001;-0,114;0,064;1831742976;17579751424;-820771968;0,07502;166,35;9,597280653;-4,600729432;Blend;185,5349894;11,53290614;Undervalued;Watchlist;Blend - Watchlist
FE;FirstEnergy Corp.;Utilities;Utilities - Regulated Electric;23461390336;21,622341;1,8669056;1,7045474;0,409;0,145;4570999808;49410400256;-1061875008;0,02962;40,65;10,8095389;-4,5260532;Value;39,73379894;-2,253877136;Fair Valued;Momentum;Value - Fair Valued
FI;Fiserv, Inc.;Technology;Information Technology Services;92429697024;29,506195;3,5810027;4,4645557;0,218;0,051;9162000384;1,20305E+11;4073125120;0,04385;166,71;13,13082946;4,406727763;Growth;103,2254989;-38,08079964;Overvalued;Momentum;Growth - Momentum
F;Ford Motor Company;Consumer Cyclical;Auto Manufacturers;40799404032;8,208;0,91403115;0,22310118;-0,64;-0,05;10131000320;1,71613E+11;1385500032;0,00981;10,26;16,93943178;3,395883016;Value;19,6875;91,88596491;Undervalued;Stable;Value - Undervalued
FTNT;Fortinet, Inc.;Technology;Software - Infrastructure;80322756608;43,185184;41,12069;13,077197;0,436;0,138;2056199936;76618801152;1964999936;0,13325;104,94;37,26233029;2,446380103;Growth;52,34220144;-50,12178251;Overvalued;Momentum;Growth - Momentum
FTV;Fortive Corporation;Technology;Scientific & Technical Instruments;24821581824;32,0307;2,4249568;4,0154624;-0,138;-0,033;1679399936;27965802496;1302475008;0,041020002;73,03;16,65225888;5,247348929;Blend;35,91000197;-50,82842398;Overvalued;Stable;Blend - Stable
FOXA;Fox Corporation;Communication Services;Entertainment;23366756352;13,457921;2,1253223;1,4509008;-0,464;0,268;3422000128;28077740032;2049874944;0,083950005;54,37;8,205066915;8,772612309;Value;63,62999902;17,03144936;Undervalued;Watchlist;Value - Undervalued
FOX;Fox Corporation;Communication Services;Entertainment;23366797312;12,324258;1,9462904;1,4509033;-0,464;0,268;3422000128;26018490368;2049874944;0,083950005;49,79;7,603299063;8,772596932;Value;63,62999704;27,79674038;Undervalued;Watchlist;Value - Undervalued
BEN;Franklin Resources, Inc.;Financial Services;Asset Management;11493144576;31,695654;0,9307176;1,3214916;0,152;-0,019;1667100032;15231650816;-97662496;0,02224;21,87;9,136614794;-0,849745649;Value;11,92319931;-45,48148462;Overvalued;Momentum;Value - Overvalued
FCX;Freeport-McMoRan Inc.;Basic Materials;Copper;59573571584;34;3,369892;2,39617;-0,25;-0,094;9075999744;76118589440;1922749952;0,07496;41,48;8,386799426;3,227521703;Blend;19,215;-53,67647059;Overvalued;Stable;Blend - Stable
GRMN;Garmin Ltd.;Technology;Scientific & Technical Instruments;39942627328;27,332014;4,8876166;6,1923165;0,203;0,111;1809616000;37446651904;901582016;0,1105;207,45;20,69314811;2,257192569;Growth;136,9615591;-33,97852057;Overvalued;Momentum;Growth - Momentum
IT;Gartner, Inc.;Technology;Information Technology Services;32522360832;26,310709;21,831568;5,138938;0,015;0,042;1313431040;33313228800;1007795904;0,09032;422,55;25,3635157;3,098778435;Blend;244,5135078;-42,13382847;Overvalued;Stable;Blend - Stable
GE;GE Aerospace;Industrials;Aerospace & Defense;2,72601E+11;40,32019;14,159974;6,869819;0,314;0,109;9761000448;2,80526E+11;2622874880;0,03718;255,63;28,73951533;0,962165268;Growth;124,9613978;-51,11630178;Overvalued;Momentum;Growth - Momentum
GEHC;GE HealthCare Technologies Inc.;Healthcare;Health Information Services;32793724928;15,046218;3,5692217;1,6563325;0,519;0,027;3656000000;39754723328;1576875008;0,05867;71,62;10,87383023;4,808465679;Growth;108,4566035;51,4334034;Undervalued;Momentum;Growth - Momentum
